동호회명,시도명,시군구명,종목명,소속그룹명,종목분류명,성별구분명,회원수,설립일자
플로우포켓,경기도,경기도 고양시덕양구,당구,체육동호인조직,"12세이하부,15세이하부,18세이하부,실업(일반)",혼성,16,2024-03-22
피노키오OB,대전광역시,대전광역시 유성구,농구,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,10,2022-05-04
피닉스,전라북도,전라북도 전주시완산구,볼링,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,1,2022-06-27
피닉스,대전광역시,대전광역시 서구,빙상,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,8,2022-05-30
피닉스볼링클럽,광주광역시,광주광역시 광산구,볼링,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,4,2022-04-18
피데스,서울특별시,서울특별시 성동구,농구,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,16,2020-01-14
피데스,서울특별시,서울특별시 강남구,농구,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,13,2022-05-23
피버스,제주특별자치도,제주특별자치도 서귀포시,농구,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,8,2022-03-29
피스(PEACE),부산광역시,부산광역시 사하구,농구,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,26,2021-03-19
피스윔,서울특별시,서울특별시 동대문구,수영,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,1,2022-06-24
피코다솜,울산광역시,울산광역시 남구,배구,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,31,2021-06-18
피코다솜,울산광역시,울산광역시 남구,배구,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,1,2022-06-15
피터,광주광역시,광주광역시 북구,족구,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,1,2024-03-28
피트짐,부산광역시,부산광역시 부산진구,보디빌딩,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,1,2022-05-10
피플,충청남도,충청남도 공주시,배구,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,4,2023-08-23
핀볼클럽,강원도,강원도 삼척시,당구,체육동호인조직,"12세이하부,15세이하부,18세이하부,실업(일반)",혼성,18,2024-03-22
핀브레이커 클럽,대구광역시,대구광역시 북구,볼링,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,11,2021-09-14
핀울림,광주광역시,광주광역시 동구,볼링,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,1,2024-03-29
핀제로볼링클럽,서울특별시,서울특별시 관악구,볼링,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,2,2022-09-02
핀터치,광주광역시,광주광역시 북구,볼링,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,1,2022-09-30
핀헌터,전라북도,전라북도 남원시,볼링,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,1,2022-06-24
핀헌터,제주특별자치도,제주특별자치도 제주시,볼링,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,12,2022-05-09
핀헌터,제주특별자치도,제주특별자치도 제주시,볼링,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,15,2021-10-22
필로스3C클럽,울산광역시,울산광역시 북구,당구,체육동호인조직,"12세이하부,15세이하부,18세이하부,실업(일반)",혼성,5,2024-04-23
필립휘트니스,대전광역시,대전광역시 유성구,보디빌딩,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,1,2022-08-08
필봉,울산광역시,울산광역시 중구,배드민턴,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,28,2023-02-22
필살합기도클럽,충청남도,충청남도 당진시,합기도,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,11,2022-05-10
필쏘굿,경상남도,경상남도 창원시진해구,당구,체육동호인조직,"12세이하부,15세이하부,18세이하부,실업(일반)",혼성,4,2024-04-23
핏플,부산광역시,부산광역시 동래구,보디빌딩,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,3,2022-05-10
핑크팬더,충청북도,충청북도 청주시청원구,빙상,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,2,2022-10-19
핑퐁도사A_세종,세종특별자치시,세종특별자치시 세종특별자치시,탁구,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,1,2024-03-27
핑퐁도사_세종,세종특별자치시,세종특별자치시 세종특별자치시,탁구,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,1,2024-03-27
핑퐁발란_고양,경기도,경기도 고양시,탁구,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,1,2024-06-12
핑퐁탁구동호회_제주,제주특별자치도,제주특별자치도 제주시,탁구,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,1,2024-03-21
하계클럽,서울특별시,서울특별시 노원구,소프트테니스,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,2,2022-04-27
하귀클럽,제주특별자치도,제주특별자치도 제주시,배드민턴,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,9,2023-03-22
하나,강원도,강원도 춘천시,배드민턴,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,4,2023-12-26
하나,경상북도,경상북도 구미시,배드민턴,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,1,2023-03-23
하나(강서),서울특별시,서울특별시 강서구,족구,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,1,2024-03-28
하나(인천서구),인천광역시,인천광역시 서구,족구,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,1,2024-03-20
하나된태권도,경상남도,경상남도 함안군,태권도,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,3,2021-02-21
하나로,울산광역시,울산광역시 남구,배드민턴,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,12,2023-02-22
하나로,대구광역시,대구광역시 서구,족구,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,1,2024-03-28
하나로,전라북도,전라북도 고창군,볼링,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,1,2022-06-29
하나로 볼링클럽,제주특별자치도,제주특별자치도 제주시,볼링,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,1,2021-11-02
하나로 포천,경기도,경기도 포천시,배구,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,11,2023-07-17
하나로볼링클럽,전라북도,전라북도 부안군,볼링,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,6,2022-07-18
하나로클럽,전라북도,전라북도 익산시,배구,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,10,2022-06-27
하나로클럽,경기도,경기도 구리시,배드민턴,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,14,2023-03-30
하나마나,강원도,강원도 원주시,농구,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,9,2024-04-22
하나마나,강원도,강원도 원주시,농구,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,48,2020-01-02
하나배드민턴,경기도,경기도 수원시영통구,배드민턴,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,2,2024-03-13
하나소프트테니스클럽,광주광역시,광주광역시 북구,소프트테니스,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,3,2022-04-08
하나수영,광주광역시,광주광역시 광산구,수영,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,1,2023-06-01
하나시니어,전라북도,전라북도 전주시완산구,당구,체육동호인조직,"12세이하부,15세이하부,18세이하부,실업(일반)",혼성,7,2024-03-22
하나케롬클럽,전라남도,전라남도 순천시,당구,체육동호인조직,"12세이하부,15세이하부,18세이하부,실업(일반)",혼성,11,2024-03-22
하나큐,전라북도,전라북도 남원시,당구,체육동호인조직,"12세이하부,15세이하부,18세이하부,실업(일반)",혼성,5,2024-04-17
하나클럽,광주광역시,광주광역시 북구,소프트테니스,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",여성,1,2020-02-05
하나클럽,제주특별자치도,제주특별자치도 서귀포시,배드민턴,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,5,2023-03-22
하나클럽,충청북도,충청북도 제천시,배드민턴,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,13,2024-04-19
하나클럽,강원도,강원도 강릉시,배드민턴,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,3,2024-03-22
하나태권도,인천광역시,인천광역시 김포시,줄넘기,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,30,2022-09-13
하나합기도검무관,경기도,경기도 안성시,합기도,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,3,2023-11-10
하남 글로리,광주광역시,광주광역시 광산구,볼링,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,14,2023-03-28
하남 베스트,광주광역시,광주광역시 광산구,볼링,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,5,2022-07-07
하남 피겨클럽,경기도,경기도 하남시,빙상,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,2,2022-07-13
하남 피겨팀,경기도,경기도 하남시,빙상,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,9,2023-06-19
하남HB,경기도,경기도 하남시,핸드볼,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,17,2024-01-31
하남바둑협회,경기도,경기도 하남시,바둑,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,2,2022-05-04
하남배구,경기도,경기도 하남시,배구,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,10,2021-06-14
하남배구,경기도,경기도 하남시,배구,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,29,2023-07-13
하남스포렉스,경기도,경기도 하남시,보디빌딩,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,1,2022-08-29
하남시 동부,경기도,경기도 하남시,배드민턴,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,7,2023-09-12
