동호회명,시도명,시군구명,종목명,소속그룹명,종목분류명,성별구분명,회원수,설립일자
서울동부구치소,서울특별시,서울특별시 송파구,유도,체육동호인조직,실업(일반),혼성,5,2022-12-29
서울동작구FC레노아,서울특별시,서울특별시,축구,체육동호인조직,실업(일반),혼성,31,2024-03-19
서울동작구NSFC,서울특별시,서울특별시 동작구,축구,체육동호인조직,실업(일반),혼성,45,2022-08-08
서울동작구OTFC,서울특별시,서울특별시 동작구,축구,체육동호인조직,실업(일반),혼성,24,2023-04-18
서울동작구REPL,서울특별시,서울특별시,축구,체육동호인조직,실업(일반),혼성,16,2022-04-06
서울동작구SBFC,서울특별시,서울특별시 동작구,축구,체육동호인조직,실업(일반),혼성,28,2022-04-06
서울동작구SNFC,서울특별시,서울특별시,축구,체육동호인조직,실업(일반),혼성,23,2024-03-19
서울동작구건우축구회,서울특별시,서울특별시 동작구,축구,체육동호인조직,실업(일반),혼성,51,2022-08-08
서울동작구동작70대,서울특별시,서울특별시 동작구,축구,체육동호인조직,실업(일반),혼성,9,2022-12-30
서울동작구동작구상비군40대,서울특별시,서울특별시,축구,체육동호인조직,실업(일반),혼성,9,2022-12-30
서울동작구동작구여학생초등부축구교실,서울특별시,서울특별시 동작구,축구,체육동호인조직,12세이하부,혼성,15,2022-08-08
서울동작구동작여성축구단,서울특별시,서울특별시 동작구,축구,체육동호인조직,실업(일반),혼성,23,2022-12-30
서울동작구동작이글스FC,서울특별시,서울특별시 동작구,축구,체육동호인조직,실업(일반),혼성,43,2022-08-08
서울동작구동작축구회,서울특별시,서울특별시 동작구,축구,체육동호인조직,실업(일반),혼성,80,2022-08-08
서울동작구두나미스FC,서울특별시,서울특별시 동작구,축구,체육동호인조직,12세이하부,혼성,23,2022-05-24
서울동작구레인퓨쳐스,서울특별시,서울특별시 동작구,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,2021-12-24
서울동작구매듭,서울특별시,서울특별시 동작구,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,2021-12-27
서울동작구바오엔디여자야구단,서울특별시,서울특별시 동작구,야구소프트볼(야구),체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,15,2024-03-20
서울동작구본동축구회,서울특별시,서울특별시 동작구,축구,체육동호인조직,실업(일반),혼성,58,2022-08-08
서울동작구상도치타스,서울특별시,서울특별시 동작구,축구,체육동호인조직,실업(일반),혼성,57,2022-08-08
서울동작구서울동작구동작50대,서울특별시,서울특별시,축구,체육동호인조직,실업(일반),혼성,15,2022-12-30
서울동작구서울동작구동작60대,서울특별시,서울특별시,축구,체육동호인조직,실업(일반),혼성,18,2022-12-30
서울동작구서울동작노일,서울특별시,서울특별시 동작구,축구,체육동호인조직,실업(일반),혼성,20,2022-08-08
서울동작구신대방보라매FC,서울특별시,서울특별시 동작구,축구,체육동호인조직,실업(일반),혼성,42,2022-12-30
서울동작구신상도FC,서울특별시,서울특별시 동작구,축구,체육동호인조직,실업(일반),혼성,60,2022-08-08
서울동작구아모르FC,서울특별시,서울특별시 동작구,축구,체육동호인조직,실업(일반),혼성,26,2022-04-06
서울동작구양호상박FC,서울특별시,서울특별시 동작구,축구,체육동호인조직,실업(일반),혼성,15,2023-03-31
서울동작구장승FC,서울특별시,서울특별시 동작구,축구,체육동호인조직,실업(일반),혼성,56,2022-08-08
서울동작구페르소나,서울특별시,서울특별시 동작구,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,2021-12-27
서울라지볼_강남,서울특별시,서울특별시 강남구,탁구,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,1,2024-03-27
서울로잉클럽,경기도,경기도 하남시,조정,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,5,2022-03-10
서울로잉클럽,경기도,경기도 하남시,조정,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,6,2019-12-06
서울마리나요트클럽,서울특별시,서울특별시 영등포구,요트,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,2,2022-07-28
서울마스터즈다이빙,서울특별시,서울특별시 송파구,수영,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,100,2024-01-25
서울마스터즈다이빙클럽,서울특별시,서울특별시 송파구,수영,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,4,2019-03-18
서울마이티체육관,서울특별시,서울특별시 중랑구,유도,체육동호인조직,"12세이하부,15세이하부,18세이하부,실업(일반)",혼성,14,2022-12-29
서울마포구40대상비군,서울특별시,서울특별시 마포구,축구,체육동호인조직,실업(일반),혼성,25,2022-12-30
서울마포구60대상비군,서울특별시,서울특별시 마포구,축구,체육동호인조직,실업(일반),혼성,28,2022-04-21
서울마포구70대상비군,서울특별시,서울특별시 마포구,축구,체육동호인조직,실업(일반),혼성,33,2022-04-18
서울마포구FCGPS,서울특별시,서울특별시,축구,체육동호인조직,실업(일반),혼성,17,2022-04-06
서울마포구FC상암DMC,서울특별시,서울특별시 마포구,축구,체육동호인조직,실업(일반),혼성,79,2022-04-06
서울마포구NUTTYFC,서울특별시,서울특별시,축구,체육동호인조직,실업(일반),혼성,24,2024-03-19
서울마포구OOOFC,서울특별시,서울특별시,축구,체육동호인조직,실업(일반),혼성,26,2024-03-19
서울마포구OUTBOX,서울특별시,서울특별시,축구,체육동호인조직,실업(일반),혼성,17,2022-04-06
서울마포구SAVEFC,서울특별시,서울특별시 마포구,축구,체육동호인조직,실업(일반),혼성,35,2023-03-31
서울마포구YKFC,서울특별시,서울특별시,축구,체육동호인조직,실업(일반),혼성,25,2022-04-06
서울마포구강평FC,서울특별시,서울특별시 마포구,축구,체육동호인조직,실업(일반),혼성,21,2023-06-29
서울마포구경성축구회,서울특별시,서울특별시 마포구,축구,체육동호인조직,실업(일반),혼성,14,2023-03-31
서울마포구공덕축구회,서울특별시,서울특별시 마포구,축구,체육동호인조직,실업(일반),혼성,36,2022-04-06
서울마포구대흥FC,서울특별시,서울특별시,축구,체육동호인조직,실업(일반),혼성,13,2024-05-17
서울마포구동고FC,서울특별시,서울특별시 마포구,축구,체육동호인조직,실업(일반),혼성,32,2022-04-06
서울마포구동서생활축구회,서울특별시,서울특별시,축구,체육동호인조직,실업(일반),혼성,20,2024-03-21
서울마포구마포구여성축구단,서울특별시,서울특별시 마포구,축구,체육동호인조직,실업(일반),혼성,43,2022-05-24
서울마포구망원축구회,서울특별시,서울특별시 마포구,축구,체육동호인조직,실업(일반),혼성,60,2022-04-06
서울마포구상암축구회,서울특별시,서울특별시 마포구,축구,체육동호인조직,실업(일반),혼성,37,2022-04-06
서울마포구서강축구회,서울특별시,서울특별시 마포구,축구,체육동호인조직,실업(일반),혼성,13,2023-06-29
서울마포구성미FC,서울특별시,서울특별시 마포구,축구,체육동호인조직,실업(일반),혼성,37,2022-04-06
서울마포구성산FC,서울특별시,서울특별시 마포구,축구,체육동호인조직,실업(일반),혼성,39,2022-04-06
서울마포구소의축구회,서울특별시,서울특별시 마포구,축구,체육동호인조직,실업(일반),혼성,16,2022-04-06
서울마포구아현축구회,서울특별시,서울특별시,축구,체육동호인조직,실업(일반),혼성,19,2022-04-06
서울마포구염리s,서울특별시,서울특별시 마포구,축구,체육동호인조직,실업(일반),혼성,22,2022-08-08
서울마포구용강축구회,서울특별시,서울특별시 마포구,축구,체육동호인조직,실업(일반),혼성,31,2023-03-31
서울마포구인사이드UTD,서울특별시,서울특별시 마포구,축구,체육동호인조직,실업(일반),혼성,22,2023-06-29
서울마포구중동축구회,서울특별시,서울특별시 마포구,축구,체육동호인조직,실업(일반),혼성,23,2023-06-29
서울마포구카스티야FC,서울특별시,서울특별시 마포구,축구,체육동호인조직,실업(일반),혼성,27,2022-04-06
서울마포구합정FC,서울특별시,서울특별시,축구,체육동호인조직,실업(일반),혼성,48,2022-04-06
서울마포구햄튼EMC,서울특별시,서울특별시 마포구,축구,체육동호인조직,실업(일반),혼성,28,2022-04-06
서울마포유니콘스,서울특별시,서울특별시,야구소프트볼(야구),체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,33,2024-03-20
서울배구클럽,서울특별시,서울특별시 서초구,배구,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,28,2022-06-20
서울배구클럽,서울특별시,서울특별시 서초구,배구,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,59,2021-06-24
서울보디빌딩,서울특별시,서울특별시 중랑구,보디빌딩,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,1,2019-05-07
서울보디빌딩,서울특별시,서울특별시 중랑구,보디빌딩,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,10,2022-03-18
서울빙상클럽,서울특별시,서울특별시 서초구,빙상,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,2,2022-06-21
서울사대부설여중,서울특별시,서울특별시 종로구,배구,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,5,2023-03-17
서울사대부여중,서울특별시,서울특별시 종로구,배구,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,1,2023-03-20
서울산당구동호회,울산광역시,울산광역시 울주군,당구,체육동호인조직,"12세이하부,15세이하부,18세이하부,실업(일반)",혼성,1,2024-03-22
서울서대문구290FC,서울특별시,서울특별시,축구,체육동호인조직,실업(일반),혼성,34,2024-04-11
서울서대문구ESSA,서울특별시,서울특별시,축구,체육동호인조직,실업(일반),혼성,37,2022-04-06
서울서대문구FCEDU,서울특별시,서울특별시,축구,체육동호인조직,실업(일반),혼성,33,2022-04-06
서울서대문구FCHAS,서울특별시,서울특별시,축구,체육동호인조직,실업(일반),혼성,10,2022-04-06
서울서대문구FCYS,서울특별시,서울특별시 서대문구,축구,체육동호인조직,실업(일반),혼성,38,2023-03-31
서울서대문구FC아도르,서울특별시,서울특별시,축구,체육동호인조직,실업(일반),혼성,27,2024-05-17
서울서대문구FC이든,서울특별시,서울특별시 서대문구,축구,체육동호인조직,실업(일반),혼성,51,2023-03-31
서울서대문구FC장버비,서울특별시,서울특별시 서대문구,축구,체육동호인조직,실업(일반),혼성,26,2022-04-06
서울서대문구FC허수아비,서울특별시,서울특별시 서대문구,축구,체육동호인조직,실업(일반),혼성,37,2023-03-31
서울서대문구WKICKS,서울특별시,서울특별시,축구,체육동호인조직,실업(일반),혼성,28,2022-04-06
서울서대문구WTF,서울특별시,서울특별시 서대문구,축구,체육동호인조직,실업(일반),혼성,50,2022-04-06
서울서대문구가좌FC,서울특별시,서울특별시 서대문구,축구,체육동호인조직,실업(일반),혼성,29,2023-04-18
서울서대문구명지축구회,서울특별시,서울특별시 서대문구,축구,체육동호인조직,실업(일반),혼성,49,2023-06-29
서울서대문구모닝FSU12,서울특별시,서울특별시,축구(풋살),체육동호인조직,12세이하부,혼성,10,2024-03-21
서울서대문구모래내축구회,서울특별시,서울특별시 서대문구,축구,체육동호인조직,실업(일반),혼성,36,2023-06-29
서울서대문구북가좌축구회,서울특별시,서울특별시 서대문구,축구,체육동호인조직,실업(일반),혼성,39,2023-04-18
서울서대문구서강가브리엘스,서울특별시,서울특별시 서대문구,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,2021-10-18
서울서대문구서대문구상비군,서울특별시,서울특별시 서대문구,축구,체육동호인조직,실업(일반),혼성,87,2022-04-18
서울서대문구서대문구여성축구단,서울특별시,서울특별시 서대문구,축구,체육동호인조직,실업(일반),혼성,36,2022-12-30
서울서대문구서대문구중고등부여성축구교실,서울특별시,서울특별시 서대문구,축구,체육동호인조직,18세이하부,혼성,12,2022-08-08
서울서대문구서대문구풋볼클럽,서울특별시,서울특별시 서대문구,축구,체육동호인조직,12세이하부,혼성,24,2022-05-24
서울서대문구신촌축구회,서울특별시,서울특별시 서대문구,축구,체육동호인조직,실업(일반),혼성,44,2023-04-18
서울서대문구연가축구회,서울특별시,서울특별시 서대문구,축구,체육동호인조직,실업(일반),혼성,44,2023-04-18
서울서대문구연희축구회,서울특별시,서울특별시 서대문구,축구,체육동호인조직,실업(일반),혼성,33,2023-04-18
서울서대문구이화플레이걸스,서울특별시,서울특별시 서대문구,야구소프트볼(야구),체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,21,2024-03-20
서울서대문구인왕축구회,서울특별시,서울특별시 서대문구,축구,체육동호인조직,실업(일반),혼성,46,2023-04-18
서울서대문구초등부여자어린이축구교실,서울특별시,서울특별시 서대문구,축구,체육동호인조직,12세이하부,혼성,14,2022-08-08
서울서대문구한성축구회,서울특별시,서울특별시 서대문구,축구,체육동호인조직,실업(일반),혼성,51,2023-04-18
서울서대문구홍2축구회,서울특별시,서울특별시 서대문구,축구,체육동호인조직,실업(일반),혼성,56,2023-04-18
서울서대문구홍은축구회,서울특별시,서울특별시 서대문구,축구,체육동호인조직,실업(일반),혼성,49,2023-06-29
서울서대문구홍제,서울특별시,서울특별시 서대문구,축구,체육동호인조직,실업(일반),혼성,39,2023-06-29
서울서초구AHTTY FC,서울특별시,서울특별시,축구,체육동호인조직,실업(일반),혼성,20,2022-04-06
서울서초구DICEFC,서울특별시,서울특별시 서초구,축구,체육동호인조직,실업(일반),혼성,24,2023-03-31
서울서초구FC도르마무,서울특별시,서울특별시 서초구,축구,체육동호인조직,실업(일반),혼성,34,2022-04-06
서울서초구FC말죽거리,서울특별시,서울특별시 서초구,축구,체육동호인조직,실업(일반),혼성,29,2022-08-08
서울서초구FC서초KU,서울특별시,서울특별시 서초구,축구,체육동호인조직,실업(일반),혼성,38,2022-08-08
서울서초구FC서초크루,서울특별시,서울특별시 서초구,축구,체육동호인조직,실업(일반),혼성,22,2022-12-30
서울서초구FC스카이축구회,서울특별시,서울특별시 서초구,축구,체육동호인조직,실업(일반),혼성,26,2022-08-08
서울서초구FC오키나와,서울특별시,서울특별시 서초구,축구,체육동호인조직,실업(일반),혼성,33,2022-04-06
서울서초구FC잇플,서울특별시,서울특별시 서초구,축구,체육동호인조직,실업(일반),혼성,36,2022-04-06
서울서초구LEO,서울특별시,서울특별시 서초구,축구,체육동호인조직,실업(일반),혼성,38,2022-04-06
서울서초구LSCLUB,서울특별시,서울특별시,축구,체육동호인조직,실업(일반),혼성,18,2022-04-06
서울서초구TEAMONE,서울특별시,서울특별시 서초구,야구소프트볼(야구),체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,18,2024-03-20
서울서초구TNTFCC,서울특별시,서울특별시 서초구,축구,체육동호인조직,실업(일반),혼성,33,2022-04-06
서울서초구TWPFC,서울특별시,서울특별시,축구,체육동호인조직,실업(일반),혼성,30,2024-03-19
서울서초구ZENITHFC,서울특별시,서울특별시,축구,체육동호인조직,실업(일반),혼성,26,2022-04-06
서울서초구내곡FC,서울특별시,서울특별시 서초구,축구,체육동호인조직,실업(일반),혼성,43,2022-08-08
서울서초구다이노스여자야구단,서울특별시,서울특별시 서초구,야구소프트볼(야구),체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,16,2024-03-20
서울서초구매헌FC,서울특별시,서울특별시 서초구,축구,체육동호인조직,실업(일반),혼성,37,2022-08-08
서울서초구메타풋볼,서울특별시,서울특별시,축구,체육동호인조직,실업(일반),혼성,23,2024-04-01
서울서초구바르고19나,서울특별시,서울특별시 서초구,축구,체육동호인조직,실업(일반),혼성,28,2022-04-06
서울서초구방현축구회,서울특별시,서울특별시 서초구,축구,체육동호인조직,실업(일반),혼성,29,2022-08-08
서울서초구서초FC,서울특별시,서울특별시 서초구,축구,체육동호인조직,실업(일반),혼성,85,2022-08-08
서울서초구서초건축사FC,서울특별시,서울특별시 서초구,축구,체육동호인조직,실업(일반),혼성,32,2022-08-08
서울서초구서초교대축구회,서울특별시,서울특별시 서초구,축구,체육동호인조직,실업(일반),혼성,26,2022-08-08
서울서초구서초여성,서울특별시,서울특별시 서초구,축구,체육동호인조직,실업(일반),혼성,21,2023-03-31
서울서초구신반포축구클럽,서울특별시,서울특별시 서초구,축구,체육동호인조직,실업(일반),혼성,56,2022-08-08
서울서초구악약,서울특별시,서울특별시,축구,체육동호인조직,18세이하부,혼성,4,2024-03-19
서울서초구양재FC,서울특별시,서울특별시 서초구,축구,체육동호인조직,실업(일반),혼성,88,2022-08-08
서울서초구연세축구단,서울특별시,서울특별시 서초구,축구,체육동호인조직,실업(일반),혼성,46,2022-08-08
서울서초구온누리공사랑FC,서울특별시,서울특별시 서초구,축구,체육동호인조직,실업(일반),혼성,18,2022-08-08
서울서초구점축FC,서울특별시,서울특별시 서초구,축구,체육동호인조직,실업(일반),혼성,32,2023-03-31
서울서초구켈베로스,서울특별시,서울특별시 서초구,야구소프트볼(야구),체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,21,2024-03-20
서울서초구콘트,서울특별시,서울특별시 서초구,축구,체육동호인조직,실업(일반),혼성,34,2022-04-06
서울서초구팀프란체스코9,서울특별시,서울특별시 서초구,축구,체육동호인조직,실업(일반),혼성,31,2023-04-18
서울서초구포이성당한얼축구회,서울특별시,서울특별시 서초구,축구,체육동호인조직,실업(일반),혼성,60,2022-08-08
서울서초구한국기술사회축구단,서울특별시,서울특별시 서초구,축구,체육동호인조직,실업(일반),혼성,24,2023-03-31
서울서초구한의FC,서울특별시,서울특별시 서초구,축구,체육동호인조직,실업(일반),혼성,11,2022-08-08
서울성동구FCWAVE,서울특별시,서울특별시 성동구,축구,체육동호인조직,실업(일반),혼성,29,2023-04-18
서울성동구FC투게더,서울특별시,서울특별시 성동구,축구,체육동호인조직,실업(일반),혼성,91,2022-04-06
서울성동구FC투게더위민,서울특별시,서울특별시 성동구,축구,체육동호인조직,실업(일반),혼성,42,2023-04-18
서울성동구경수축구회,서울특별시,서울특별시 성동구,축구,체육동호인조직,실업(일반),혼성,88,2022-04-18
서울성동구금마축구회,서울특별시,서울특별시 성동구,축구,체육동호인조직,실업(일반),혼성,60,2023-08-03
서울성동구금호로타리,서울특별시,서울특별시 성동구,축구,체육동호인조직,실업(일반),혼성,46,2022-05-24
서울성동구덕수OB동문야구단,서울특별시,서울특별시 성동구,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,2021-12-29
서울성동구동부축구회,서울특별시,서울특별시 성동구,축구,체육동호인조직,실업(일반),혼성,53,2022-04-18
서울성동구동호축구회,서울특별시,서울특별시 성동구,축구,체육동호인조직,실업(일반),혼성,48,2022-04-18
서울성동구뚝도축구회,서울특별시,서울특별시 성동구,축구,체육동호인조직,실업(일반),혼성,84,2022-04-18
서울성동구뚝섬축구회,서울특별시,서울특별시 성동구,축구,체육동호인조직,실업(일반),혼성,89,2022-05-24
서울성동구마장2축구회,서울특별시,서울특별시 성동구,축구,체육동호인조직,실업(일반),혼성,43,2022-04-18
서울성동구마장축구회,서울특별시,서울특별시 성동구,축구,체육동호인조직,실업(일반),혼성,64,2022-05-24
서울성동구무학축구회,서울특별시,서울특별시 성동구,축구,체육동호인조직,실업(일반),혼성,81,2022-05-24
서울성동구사근축구회,서울특별시,서울특별시 성동구,축구,체육동호인조직,실업(일반),혼성,98,2022-05-24
서울성동구새성동축구회,서울특별시,서울특별시 성동구,축구,체육동호인조직,실업(일반),혼성,90,2022-04-21
서울성동구서울성동FC,서울특별시,서울특별시 성동구,축구,체육동호인조직,12세이하부,혼성,20,2023-06-29
서울성동구성동40대상비군,서울특별시,서울특별시 성동구,축구,체육동호인조직,실업(일반),혼성,24,2022-04-06
서울성동구성동구50대,서울특별시,서울특별시 성동구,축구,체육동호인조직,실업(일반),혼성,21,2022-04-06
서울성동구성동구60대상비군,서울특별시,서울특별시 성동구,축구,체육동호인조직,실업(일반),혼성,29,2022-04-06
서울성동구성동구70대,서울특별시,서울특별시 성동구,축구,체육동호인조직,실업(일반),혼성,30,2022-04-06
서울성동구시온FC,서울특별시,서울특별시,축구,체육동호인조직,실업(일반),혼성,29,2024-03-26
서울성동구옥수축구회,서울특별시,서울특별시 성동구,축구,체육동호인조직,실업(일반),혼성,63,2022-05-24
서울성동구용답축구회,서울특별시,서울특별시 성동구,축구,체육동호인조직,실업(일반),혼성,76,2022-05-24
서울성동구응봉,서울특별시,서울특별시 성동구,축구,체육동호인조직,실업(일반),혼성,80,2022-04-06
서울성동구청우축구회,서울특별시,서울특별시 성동구,축구,체육동호인조직,실업(일반),혼성,59,2022-05-24
서울성동구한가람FC,서울특별시,서울특별시 성동구,축구,체육동호인조직,실업(일반),혼성,74,2022-05-24
서울성동구한양대학교디독스,서울특별시,서울특별시 성동구,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,2021-08-23
서울성동구행당축구회,서울특별시,서울특별시 성동구,축구,체육동호인조직,실업(일반),혼성,53,2022-04-06
서울성동구행일FC,서울특별시,서울특별시 성동구,축구,체육동호인조직,실업(일반),혼성,52,2022-05-24
서울성북구30대상비단,서울특별시,서울특별시 성북구,축구,체육동호인조직,실업(일반),혼성,28,2023-03-31
서울성북구AAFC광운,서울특별시,서울특별시,축구,체육동호인조직,12세이하부,혼성,9,2022-04-22
서울성북구FCAMBER,서울특별시,서울특별시 성북구,축구,체육동호인조직,실업(일반),혼성,24,2022-05-24
서울성북구FC꼬레아,서울특별시,서울특별시,축구,체육동호인조직,실업(일반),혼성,29,2024-03-31
서울성북구GMFC,서울특별시,서울특별시 성북구,축구,체육동호인조직,실업(일반),혼성,31,2022-04-06
서울성북구VATL,서울특별시,서울특별시,축구,체육동호인조직,실업(일반),혼성,30,2024-03-19
서울성북구광운축구회,서울특별시,서울특별시 성북구,축구,체육동호인조직,실업(일반),혼성,47,2022-04-06
서울성북구길음동성당FC,서울특별시,서울특별시 성북구,축구,체육동호인조직,실업(일반),혼성,15,2022-08-08
서울성북구돈암클럽,서울특별시,서울특별시 성북구,축구,체육동호인조직,실업(일반),혼성,13,2022-08-08
서울성북구동선FC,서울특별시,서울특별시 성북구,축구,체육동호인조직,실업(일반),혼성,40,2022-08-08
서울성북구매원FC,서울특별시,서울특별시 성북구,축구,체육동호인조직,실업(일반),혼성,35,2023-03-31
서울성북구서울시성북구삼선FC,서울특별시,서울특별시 성북구,축구,체육동호인조직,실업(일반),혼성,49,2022-04-06
서울성북구석관축구회,서울특별시,서울특별시 성북구,축구,체육동호인조직,실업(일반),혼성,63,2022-04-06
서울성북구석일,서울특별시,서울특별시 성북구,축구,체육동호인조직,실업(일반),혼성,53,2022-04-06
서울성북구선우,서울특별시,서울특별시 성북구,축구,체육동호인조직,실업(일반),혼성,40,2022-04-18
서울성북구성북구50대상비단,서울특별시,서울특별시 성북구,축구,체육동호인조직,실업(일반),혼성,34,2022-08-08
서울성북구성북구60대상비단,서울특별시,서울특별시 성북구,축구,체육동호인조직,실업(일반),혼성,31,2022-05-24
서울성북구성북구70대상비단,서울특별시,서울특별시 성북구,축구,체육동호인조직,실업(일반),혼성,23,2022-12-30
서울성북구성북구보라매축구회,서울특별시,서울특별시 성북구,축구,체육동호인조직,실업(일반),혼성,42,2022-04-06
서울성북구성북여성축구,서울특별시,서울특별시 성북구,축구,체육동호인조직,실업(일반),혼성,25,2022-12-30
서울성북구성북유소년FC,서울특별시,서울특별시,축구,체육동호인조직,12세이하부,혼성,15,2024-05-17
서울성북구숭곡축구회,서울특별시,서울특별시,축구,체육동호인조직,실업(일반),혼성,58,2024-05-17
서울성북구숭덕축구회,서울특별시,서울특별시 성북구,축구,체육동호인조직,실업(일반),혼성,47,2022-04-06
서울성북구아리랑FC,서울특별시,서울특별시,축구,체육동호인조직,실업(일반),혼성,60,2024-04-11
서울성북구용문축구회,서울특별시,서울특별시 성북구,축구,체육동호인조직,실업(일반),혼성,56,2022-04-06
서울성북구장월FC,서울특별시,서울특별시 성북구,축구,체육동호인조직,실업(일반),혼성,58,2022-04-06
서울성북구종암,서울특별시,서울특별시 성북구,축구,체육동호인조직,실업(일반),혼성,48,2022-05-24
서울성북구청덕FC,서울특별시,서울특별시 성북구,축구,체육동호인조직,실업(일반),혼성,16,2023-03-31
서울성북구티키타카여자축구교실,서울특별시,서울특별시 성북구,축구,체육동호인조직,12세이하부,혼성,39,2023-06-29
서울성북구하나축구회,서울특별시,서울특별시 성북구,축구,체육동호인조직,실업(일반),혼성,59,2022-04-06
서울성북구한마음축구회,서울특별시,서울특별시 성북구,축구,체육동호인조직,실업(일반),혼성,75,2022-04-18
서울성신여중,서울특별시,서울특별시 성북구,스쿼시,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,1,2022-05-30
서울송중초등학교,서울특별시,서울특별시 강북구,유도,체육동호인조직,12세이하부,혼성,6,2022-12-29
서울송파구FC천마,서울특별시,서울특별시,축구,체육동호인조직,실업(일반),혼성,25,2022-04-06
서울송파구JD풋볼아카데미,서울특별시,서울특별시 송파구,축구,체육동호인조직,12세이하부,혼성,42,2023-06-29
서울송파구LKJ,서울특별시,서울특별시,축구,체육동호인조직,실업(일반),혼성,26,2024-03-19
서울송파구NBU,서울특별시,서울특별시 송파구,축구,체육동호인조직,실업(일반),혼성,27,2022-04-06
서울송파구가1축구회,서울특별시,서울특별시 송파구,축구,체육동호인조직,실업(일반),혼성,14,2022-08-08
서울송파구가락2동축구회,서울특별시,서울특별시 송파구,축구,체육동호인조직,실업(일반),혼성,48,2022-08-08
서울송파구거마FC,서울특별시,서울특별시 송파구,축구,체육동호인조직,실업(일반),혼성,47,2022-08-08
서울송파구거여,서울특별시,서울특별시 송파구,축구,체육동호인조직,실업(일반),혼성,44,2022-08-08
서울송파구마2축구회,서울특별시,서울특별시 송파구,축구,체육동호인조직,실업(일반),혼성,72,2022-08-08
서울송파구문정FC,서울특별시,서울특별시 송파구,축구,체육동호인조직,실업(일반),혼성,41,2022-08-08
서울송파구방이축구회,서울특별시,서울특별시 송파구,축구,체육동호인조직,실업(일반),혼성,53,2022-08-08
서울송파구베이스조이,서울특별시,서울특별시 송파구,야구소프트볼(야구),체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,15,2024-03-20
서울송파구비밀리에,서울특별시,서울특별시 송파구,야구소프트볼(야구),체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,24,2024-03-20
서울송파구삼전축구회,서울특별시,서울특별시 송파구,축구,체육동호인조직,실업(일반),혼성,61,2022-08-08
서울송파구송축회,서울특별시,서울특별시 송파구,축구,체육동호인조직,실업(일반),혼성,32,2023-04-18
서울송파구송파구신천축구회,서울특별시,서울특별시 송파구,축구,체육동호인조직,실업(일반),혼성,70,2022-08-08
서울송파구송파구여성축구단,서울특별시,서울특별시 송파구,축구,체육동호인조직,실업(일반),혼성,33,2022-05-24
서울송파구송파마천축구회,서울특별시,서울특별시 송파구,축구,체육동호인조직,실업(일반),혼성,47,2022-08-08
서울송파구송파유소녀,서울특별시,서울특별시 송파구,축구,체육동호인조직,12세이하부,혼성,19,2022-08-08
서울송파구올림피크PS,서울특별시,서울특별시 송파구,축구,체육동호인조직,실업(일반),혼성,25,2023-03-31
서울송파구올림픽FC,서울특별시,서울특별시 송파구,축구,체육동호인조직,실업(일반),혼성,42,2022-08-08
서울송파구잠1축구회,서울특별시,서울특별시 송파구,축구,체육동호인조직,실업(일반),혼성,75,2022-08-08
서울송파구잠2,서울특별시,서울특별시 송파구,축구,체육동호인조직,실업(일반),혼성,70,2022-08-08
