전시실명,전시명,전시시작일자,전시종료일자,전시상태,장소명,주관기관명,작가명,작품명,관람시간,관람정보,전자책URL,전자책명,전시이미지URL,전시이미지명,전시영문명,전시영문내용
1관,Drawing Now 05 인간이 된다는 것,2011-05-05,2011-05-29,종료,소마미술관 제6전시실,국민체육진흥공단 소마미술관,레오나드 어소(Leonard Urso),회화 및 조각 드로잉 14점,10:00~18:00(입장마감 17:00)매주 월요일 휴관,메인전시 (Type Wall) 관람 시 무료 관람,,,/manage/upload_files/display/2019/01/08/26cb7ba6-0e4f-4728-8c54-ef764059c74b.jpg,D2011_드로잉나우05_포스터.pdf_page_1.jpg,Drawing Now 05_Being Human Being,
1관,Type Wall_공간이 된 작품들,2011-04-01,2011-05-29,종료,소마미술관 제1~5전시실,국민체육진흥공단 소마미술관,"김승영+오윤석, 박기원, 박기진+임승천, 이승애, 지하루+Graham Wakefield",장소특정적 설치작품 5점,10:00~18:00(입장마감 17:00)매주 월요일 휴관,"성인 3,000원, 청소년(13~24세) 2,000원, 어린이 1,000원성인 1,500원, 청소년(13~24세) 1,000원, 어린이 500원",,,/manage/upload_files/display/2019/01/08/f44952ac-13c1-4f3b-bd38-a7b9ff8a9789.jpg,2011_Type Wall_포스터.jpg,type: wall,
1관,Into Drawing 14 그린하이츠,2011-02-24,2011-03-13,종료,소마미술관 드로잉센터전시실[6전시실],국민체육진흥공단 소마미술관,연기백 Kibaik Yuon,드로잉 설치 약 10여 점,10:00~18:00(입장마감 17:00)매주 월요일 휴관,"만 4세미만, 만 65세 이상, 국가유공자, 장애인 무료메인전시 (내일_오픈아카이브) 관람 시 무료 관람",,,/manage/upload_files/display/2019/01/08/04d494d5-403f-481a-8521-b6ff0fc25979.jpg,D2010_IntoDrawing14_포스터_초청장.pdf_page_1.jpg,Into Drawing 14_Greenheights,
1관,Into Drawing 11 보이지 않는 오브제,2010-12-02,2010-12-19,종료,소마미술관 드로잉센터전시실[6전시실],국민체육진흥공단 소마미술관,김병호 Byoungho Kim,드로잉 설치 약 10여 점,"10:00~18:00(입장마감 17:00)매주 월요일, 신정, 설날 당일 휴관","만 4세미만, 만 65세 이상, 국가유공자, 장애인 무료메인전시 (내일_오픈아카이브) 관람 시 무료 관람",,,/manage/upload_files/display/2019/01/08/d5b3e901-e71d-4596-b191-c9ea30fe30d2.jpg,D2010_IntoDrawing11_포스터_초청장.pdf_page_1.jpg,Into Drawing 11_Invisible Object,
1관,내일-오픈 아카이브_Tomorrow-Open Archive,2010-12-02,2011-03-13,종료,소마미술관 제1-5전시실,국민체육진흥공단 소마미술관,"권기범, 김건일, 김선희, 김송이, 김정향, 심래정, 박상아, 박정래, 안세은, 안재홍, 안현곤, 윤상렬, 윤소림, 윤예지, 이선주, 이소영, 이영민, 임재영, 전경화, 전지민, 정명국, 정현조, 조미영, 조원희, 조현서, 차영석, 최경주, 캐슬린 킹, 허남준","드로잉, 회화, 오브제, 설치 등 100여점","10:00~18:00(입장마감 17:00)매주 월요일, 신정, 설날 당일 휴관","성인 3,000원, 청소년(13~24세) 2,000원, 어린이 1,000원성인 1,500원, 청소년(13~24세) 1,000원, 어린이 500원만 4세미만, 만 65세 이상, 국가유공자, 장애인 무료",,,/manage/upload_files/display/2019/01/08/d384d070-7fcc-4dc3-8d8b-3cce0682e425.jpg,2010_오픈아카이브_포스터.pdf_page_1.jpg,TOMORROW_OPEN ARCHIVE,
1관,한국드로잉30년:1970-2000&,2010-09-16,2010-11-21,종료,소마미술관,KSPO[국민체육진흥공단] SOMA[소마미술관],,"드로잉, 산업 드로잉, 멀티미디어 드로잉 등 총 300여 점",10:00~18:00(입장마감 17:00)매주 월요일 휴관,"성인 3,000원, 청소년(13~24세) 2,000원, 어린이 1,000원성인 1,500원, 청소년(13~24세) 1,000원, 어린이 500원",,,/manage/upload_files/display/2019/01/08/6b9fe615-d73c-4efd-911c-576b7bee12ce.jpg,2010_드로잉 30년_포스터.pdf_page_1.jpg,KOREAN AVANT-GARDE DRAWING,
1관,팝아트 슈퍼스타 키스해링,2010-06-16,2010-09-05,종료,소마미술관 전관,"국민체육진흥공단, 매일경제  소마미술관, (주)엠허스트",,"실크스크린, 석판화, 에칭, 조각 등 총150여 점","10:00~18:00(입장마감 17:00)매주 수요일 연장 개관(10:00~21:00, 입장마감 20:00)","성인 12,000원, 청소년(13~24세) 10,000원, 어린이 8,000원성인 10,000원, 청소년(13~24세) 8,000원, 어린이 6,000원",,,/manage/upload_files/display/2019/01/08/7cecd0bd-57b5-4792-9ca8-6aedf9703a83.jpg,keith Haring.jpg,POP : ART SUPERSTAR KEITH HARING 2010 SEOUL,
1관,"A3(Asia Art Award Forum, 아시아현대미술상포럼)",2010-04-08,2010-06-06,종료,소마미술관 전관,"CJ문화재단, 대안공간 루프, 국민체육진흥공단 소마미술관, 대안공간 루프, CJ문화재단","Chim Pom(일본), Shi Jin Shong(중국), Yangachi(한국), Ashok Sukumaran(인도), Jompet Kuswidananto(인도네시아), Apichatopong Weerasethakul(태국)","영상, 설치 등",10:00~18:00(입장마감 17:00)매주 월요일 휴관,"성인 3,000원, 청소년(13~24세) 2,000원, 어린이 1,000원성인 1,500원, 청소년(13~24세) 1,000원, 어린이 500원만 4세미만, 만 65세 이상, 국가유공자, 장애인 무료",,,/manage/upload_files/display/2019/01/15/c165312f-3e5a-4efb-861a-ea16bf539edd.jpg,A3_포스터.jpg,Asia Art Award,
1관,"아이로봇, i Robot",2009-12-17,2010-03-14,종료,"소마미술관 전관, 세미나실 및 일체 부대시설",국민체육진흥공단 소마미술관,"고근호, 김동호, 김  석, 김영호, 낸시랭, 노진아, 백남준, 구보다 시게코, 백종기, 용관, 유영운, 왕지원, 이기일, 이해민선, 정우철, 최우람, 등 총 16명","설치 작품 60여점, 로봇유물 33점 등 총 100여점",10:00~18:00(입장마감 17:00)매주 월요일 휴관,"성인 3,000원, 청소년(13~24세) 2,000원, 어린이 1,000원성인 1,500원, 청소년(13~24세) 1,000원, 어린이 500원",,,/manage/upload_files/display/2019/01/08/55cf330e-84fb-4862-bc70-0f8cf0408c98.jpg,2009_아이로봇_포스터.jpg,i Robot,
1관,Drawing Now 03 나무가 종이를 만나다,2009-07-09,2009-08-30,종료,소마미술관 제6전시실,국민체육진흥공단 소마미술관,"총2명(보리스 쿠라톨로_Boris Curatolo, 매리 설리번_Mary Sullivan)",조각설치 1점 외 소품,10:00~18:00(입장마감 17:00)매주 월요일 휴관,"메인전시 (드로잉조각, 공중누각) 관람시 무료관람",,,/manage/upload_files/display/2019/01/08/e7dd826c-d587-49ff-a82d-4db6522e785d.jpg,D2009_Drawing Now03_포스터.pdf_page_1.jpg,Drawing Now 03_Wood Meets Paper,
1관,앨리스뮤지엄 2009 : 퓨처 스쿨,2009-05-01,2009-06-21,종료,소마미술관,"국민체육진흥공단, SK 소마미술관, 아트센터 나비","16팀(해외 13팀, 국내 3명",21여 점,10:00~18:00(입장마감 17:00)매주 월요일 휴관,"6,000원(성인/청소년/어린이 동일요금 적용)3.000원만 4세미만, 만 65세 이상, 국가유공자, 장애인 무료",,,/manage/upload_files/display/2019/01/08/5eb486ab-0de0-4850-9659-c30118d15ed9.jpg,앨리스 뮤지엄.jpg,A.L.I.C.E. MUSEUM : Future School,
1관,Drawing Now 02 중간-드로잉,2008-06-17,2008-06-29,종료,소마드로잉센터 전시실,국민체육진흥공단 소마미술관 드로잉센터,김재광 Jaekwang Kim,드로잉 외 가변설치 작품,10:00~18:00(입장마감 17:00)매주 월요일 휴관,"성인 3,000원, 청소년(13~24세) 2,000원, 어린이 1,000원성인 1,500원, 청소년(13~24세) 1,000원, 어린이 500원만 4세미만, 만 65세 이상, 국가유공자, 장애인 무료",,,/manage/upload_files/display/2019/01/08/a9fc598a-153d-4a5c-b19c-a9ea965768df.jpg,D2008_드로잉now02_포스터.pdf_page_1.jpg,Drawing Now 02_Intermediate-Drawing,
1관,"작가재조명_신성희, 한순자",2009-09-17,2009-12-06,종료,소마미술관 전관(제1~6전시실),국민체육진흥공단 소마미술관,"신성희, 한순자 2인","회화, 드로잉, 오브제, 설치작품 등 70여점","10:00~18:00(입장마감 17:00)1,000원 문화행복의 날(매월 넷째주 토요일) 도슨트 시간 : [평일] 오전 11시, 오후2시 [주말] 오전 11시, 오후 1시, 3시, 5시매주 월요일 휴관","성인 3,000원, 청소년(13~24세) 2,000원, 어린이 1,000원성인 1,500원, 청소년(13~24세) 1,000원, 어린이 500원",,,/manage/upload_files/display/2019/01/08/d2f3dbf6-5f0f-4b98-8dfc-683c83e21ebc.jpg,2009_작가재조명_포스터.pdf_page_1.jpg,RE-DISCOVERY,
1관,서울올림픽미술관 사진전『공원 The Park』,2005-12-09,2006-02-19,종료,서울올림픽미술관 제 1~5 전시실,서울올림픽미술관 / 국민체육진흥공단,김광수 외 13명,사진작품 70여점,10:00~18:00(입장마감 17:00)매주 월요일 휴관,,,,/manage/upload_files/xhbt/image/2005112816432486783.jpg,2005112816432486783.jpg,The PARK,
1관,슈박스_Shoebox,2009-07-09,2009-08-16,종료,소마미술관 제3전시실,국민체육진흥공단 소마미술관,"총81명 (국내 3명 / 해외 78명) 한국, 일본, 대만, 중국, 미국, 영국, 스페인, 칠레, 노르웨이, 호주, 스코틀랜드, 프랑스, 캐나다, 핀란드, 독일, 페루 등 16개국 작가",소품조각 총 81점,10:00~18:00(입장마감 17:00)매주 월요일 휴관,,,,/manage/upload_files/display/2019/01/08/67e5be06-b517-4e09-974c-d0432ec5bd26.jpg,2009_슈박스_리플릿.pdf_page_1.jpg,shoe box,
1관,"드로잉조각, 공중누각(空中樓閣)",2009-07-09,2009-08-30,종료,소마미술관,"소마미술관, 국민체육진흥공단","강영민, 김세일, 박선기, 장연순, 전강옥, 함연주 총 6명",설치 작품 10여 점,10:00~18:00(입장마감 17:00)매주 월요일 휴관,,,,/manage/upload_files/display/2019/01/08/d7145394-784c-4fec-9786-01bdd3506a79.jpg,2009_공중누각_포스터.pdf_page_1.jpg,Drawing Sculpture_Bulid house in the air,
1관,Into Drawing 10 대화,2009-06-04,2009-06-28,종료,소마드로잉센터 전시실,소마미술관/국민체육진흥공단,박혜수 Hyesoo Park,10여 점,10:00~18:00(입장마감 17:00)매주 월요일 휴관,,,,/manage/upload_files/display/2019/01/08/66d1092d-24d9-444b-beb8-b07cdd1433ef.jpg,D2009_인투드로잉10_포스터_초대장.pdf_page_1.jpg,Into Drawing 10_Dialogue,
1관,Into Drawing 09 순환,2009-04-30,2009-05-24,종료,소마드로잉센터 전시실,국민체육진흥공단 소마미술관,강해인 Haein Kang,드로잉 오브제 및 설치 3점,10:00~18:00(입장마감 17:00)매주 월요일 휴관,,,,/manage/upload_files/display/2019/01/08/c79e0f6b-c94c-47a7-9e53-d93e698b69a2.jpg,D2009_인투드로잉09-포스터_초대장.pdf_page_1.jpg,Into Drawing 09_Circulation,
1관,Into Drawing 08 동시대의 삶,2009-03-26,2009-04-19,종료,소마드로잉센터 전시실,국민체육진흥공단 소마미술관,김현정 Hyunjung Kim,드로잉 오브제 및 설치 15점,10:00~18:00(입장마감 17:00)매주 월요일 휴관,,,,/manage/upload_files/display/2019/01/08/275f7fbb-9f6e-403a-8c05-23b5be12079e.jpg,D2009_인투드로잉08-포스터_초대장.pdf_page_1.jpg,Into Drawing 08_Contemporary Lives,
1관,Into Drawing 07 한 잎의 생각,2009-02-19,2009-03-15,종료,소마드로잉센터 전시실,국민체육진흥공단 소마미술관,허윤희 Yunhee Huh,드로잉 설치 약 10여 점,10:00~18:00(입장마감 17:00)매주 월요일 휴관,,,,/manage/upload_files/display/2019/01/08/a4f755fa-5d11-42aa-9894-0f93c88dd46b.jpg,D2009_인투드로잉07_포스터_초대장.jpg,Into Drawing 07_Thought of A Leaf,
1관,Emotional Drawing,2009-02-19,2009-04-19,종료,소마미술관 제1-5전시실,"국민체육진흥공단 소마미술관, 일본국제교류기금","사카가미 치유키(Chiyuki Sakagami, 일본), 이케무라 레이코(Leiko Ikemura, 일본), 아말 케나위(Amal Kenawy, 이집트), 아비쉬 케브레자데(Avish Khebrehzadeh, 이란), 김정욱(Jungwook Kim, 한국), 김소연(Soyeon Kim, 한국), 고니시 도시유키(Toshiyuki Konishi, 일본), 호세 레가스피(Jose Legaspi, 필리핀), 이영빈(Youngbin Lee, 한국), 날리니 말라니(Nalini Malani, 인도), 츠지 나오유키(Naoyuki Tsuji, 일본), 마뉴엘 오캄포(Manuel Ocampo, 필리핀), S. 테디 D.(S. Teddy D., 인도네시아), 피나리 산피탁(Pinaree Sanpitak, 대만), 미투 센(Mithu Sen, 인도), 아디티 싱(Aditi Singh, 인도), 슈시 술라이만(Shooshie Sulaiman, 말레이시아), 우고 운토로(Ugo Untoro,인도네시아)",드로잉 및 영상설치 작품 총 200여점,10:00~18:00(입장마감 17:00)매주 월요일 휴관,,,,/manage/upload_files/display/2019/01/08/ff187037-0f66-4141-8932-5de3862a266f.jpg,2009_이모셔널드로잉_포스터.pdf_page_1.jpg,Emotional Drawing,
1관,8808 OUTSIDE IN 밖에서 안으로,2008-09-17,2009-01-11,종료,소마미술관 제1~6전시실,국민체육진흥공단 소마미술관,"총10명(국내 2명/ 해외 8명) 엄태정(Taijung Um, 대한민국), 조성묵(Sungmook Cho, 대한민국), 루이즈 부르주아(Louise Bourgeois, 미국), 나이젤 홀(Nigel Hall, 영국), 브라이언 헌트(Bryan Hunt, 미국), 솔 르윗(Sol LeWitt, 미국), 데니스 오펜하임(Dennis Oppenheim, 미국), 조지 리키(George Rickey, 미국), 헤수스 라파엘 소토(Jesus Raphael Soto, 베네수엘라), 귄터 우에커(Gunther Uecker, 독일)","실내조각, 드로잉 등 총 120여 점",10:00~18:00(입장마감 17:00)매주 월요일 휴관,,,,/manage/upload_files/display/2019/01/08/899c7efb-71f2-4d17-a4ca-dc214a5ccc1f.jpg,2008_8808밖에서안으로_포스터.pdf_page_1.jpg,8808 OUT-SIDE IN,
1관,Into Drawing 06 부조리한 풍경,2008-08-14,2008-08-31,종료,소마드로잉센터 전시실,서울올림픽미술관,임선이 Suniy Im,오브제 설치 약 10여점,10:00~18:00(입장마감 17:00)매주 월요일 휴관,,,,/manage/upload_files/display/2019/01/08/d37194f6-67c5-44dd-970e-5e3d4c1c38d8.jpg,D2008_인투드로잉06-포스터.pdf_page_1.jpg,Into Drawing 06_Absurd Sights,
1관,Into Drawing 05 흔적,2008-07-24,2008-08-10,종료,소마드로잉센터 전시실,소마미술관/ SOSFO(국민체육진흥공단),이강원 Kangwon Lee,오브제 설치 약 10여점,10:00~18:00(입장마감 17:00)매주 토요일 10:00~21:00(입장마감 20:00)매주 월요일 휴관,메인전시 (프랑스디자인의 오늘) 관람 시 무료 관람,,,/manage/upload_files/display/2019/01/08/9f64a5d6-6bbc-40bd-b217-26addb2cb825.jpg,D2008_인투드로잉05-포스터.pdf_page_1.jpg,Into Drawing 05_A Trace,
1관,Into Drawing 04 동물환상곡,2008-07-03,2008-07-20,종료,소마드로잉센터 전시실,소마미술관/SOSFO(국민체육진흥공단),김소연 Soyeon Kim,"평면, 설치 약 10여점",10:00~18:00(입장마감 17:00)매주 월요일 휴관,메인전시 (프랑스디자인의 오늘) 관람 시 무료 관람,,,/manage/upload_files/display/2019/01/08/970bb747-3e8d-4869-8237-c632087de982.jpg,D2008_인투드로잉04-포스터.pdf_page_1.jpg,Into Drawing 04_Animal Fantasia,
1관,프랑스 디자인의 오늘,2008-06-17,2008-08-31,종료,소마미술관 제1 ~5 전시실,"SOSFO (국민체육진흥공단),SOMA(소마미술관), 갤러리 뤼멘, MBC","5.5 디자이너 그룹, 마탈리 크라세, 루디 보 (총 6인)",디자인 작품 총 100여 점,10:00~18:00(입장마감 17:00)매주 월요일 휴관,"성인 8,000원, 청소년(13~24세) 6,000원, 어린이 4,000원성인 6,000원, 청소년(13~24세) 4,000원, 어린이 2,000원",,,/manage/upload_files/display/2019/01/08/fd440796-81d2-450c-a400-b4ce47a0bdfd.jpg,2008_프랑스디자인의오늘_포스터.pdf_page_1.jpg,"Le design francais, aujourdhui",
1관,한국 드로잉 백년전 : 1870-1970,2008-04-04,2008-06-01,종료,소마미술관 전관,소마미술관/서울올림픽기념 국민체육진흥공단,"곽인식, 구본웅, 권진규, 김 경, 김구림, 김봉태, 김수근, 김은호, 김종영, 김 태, 김환기, 류경채, 문 신, 박고석, 박수근, 박한진, 변관식, 서세옥, 서진달, 손일봉, 송영수, 안재후, 유영국, 윤형근, 이봉렬, 이 상, 이상범, 이승택, 이우환, 이응로, 이인성, 이종우, 이중섭, 이쾌대, 임군홍, 장욱진, 정창섭, 주 경, 진 환, 최경한, 하인두, 한 묵, 황술조, 황용엽 총 50여 명","드로잉, 백묘화, 초상화 초도 등 250여 점",10:00~18:00(입장마감 17:00)매주 월요일 휴관,,,,/manage/upload_files/display/2019/01/08/83b84ca3-d6b8-4fd9-a87b-995143541b1f.jpg,2008_드로잉100년_포스터.jpg,DRAWING FROM KOREA,
1관,[내일展]그림의 대면 : 동양화와 서양화의 접경,2008-01-31,2008-03-23,종료,소마미술관 전관,서울올림픽미술관,"김산영, 김수진, 김재광, 나형민, 민정기, 박기원, 박기일, 박수만, 송윤주, 안승환, 오은희, 유근택, 엄정순, 이동엽, 정욕국, 정주영, 정진용, 최병소, 허백련, Miki Carmi, Maceo Montoya, Emily Mae Smith 총 22명",60여점,10:00~18:00(입장마감 17:00)매주 월요일 휴관,,,,/manage/upload_files/xhbt/image/2008021810474788590.jpg,2008021810474788590.jpg,Inter_viewing Paintings,
1관,"Drawing Now 01 불경한, 그리고 은밀한",2008-01-31,2008-03-23,종료,소마드로잉센터 전시실,소마미술관/국민체육진흥공단,"류지선,성유진,심정은,안진우,윤여범,이선경,이재헌,임춘희 8명",약 20여 점,10:00~18:00(입장마감 17:00)매주 월요일 휴관,,,,/manage/upload_files/display/2019/01/08/5f415971-5a16-4097-822f-3236231ee77c.jpg,D2008_드로잉now01_포스터.pdf_page_1.jpg,"Drawing Now 01_Unfaithful, and Secret",
1관,Into Drawing 03,2007-11-29,2008-01-06,종료,소마미술관,소마미술관 / 국민체육진흥공단,"송호은, 이영빈, 임태규","평면, 설치 등 약 10여 점",10:00~18:00(입장마감 17:00)매주 월요일 휴관,,,,/manage/upload_files/xhbt/image/2009033113065686449.jpg,2009033113065686449.jpg,Into Drawing 03,
1관,Into Drawing 01,2007-06-01,2007-07-04,종료,SOMA Drawing Center Space,소마드로잉센터/국민체육진흥공단,"김현숙, 윤유진, 이윤미",20여 점,10:00~18:00,,,,/manage/upload_files/display/2019/01/09/6072a2bd-43ee-494f-a034-42ad6ab7980b.jpg,intoD-poster2Final [Converted].jpg,Into Drawing 01,
1관,반 고흐에서 피카소까지,2007-04-07,2007-05-20,종료,소마미술관,"국민체육진흥공단, 조선일보사","르누아르, 반 고흐, 고갱, 모딜리아니, 피카소, 로댕 등 총 51인","회화, 드로잉, 조각 등 총 94점",11:00~20:00,,,,/manage/upload_files/display/2019/01/15/7b8ab5c5-6108-4f6e-8716-2d664e86c76e.jpg,반 고흐에서 피카소까지.jpg,Van Gogh To Picasso,
1관,작가 재조명전: 쉬지 않는 손,2007-10-18,2008-01-06,종료,소마미술관,국민체육진흥공단,"김주호, 박한진, 이건용",50여 점,10:00~18:00(입장마감 17:00)매주 월요일 휴관,,,,/manage/upload_files/xhbt/image/2007110918060946419.jpg,2007110918060946419.jpg,"Artist Rediscovered_Restless Hand, Wandering Mind",
1관,누보 팝(Les Nouveaux Pop),2007-07-12,2007-09-30,종료,소마미술관,국민체육진흥공단,크레킹 아트 회 9명,70여 점,10:00~18:00(입장마감 17:00)매주 월요일 휴관,,,,/manage/upload_files/display/2019/01/08/4a41794d-312e-4a28-a1bf-24b862fdc532.jpg,2007_누보팝_포스터.pdf_page_1.jpg,Les Nouveaux Pop,
1관,막긋기(Drawn to Drawing II),2007-02-15,2007-03-18,종료,소마미술관,국민체육진흥공단,고지영 외 43명,100여 점,10:00~18:00(입장마감 17:00)매주 월요일 휴관,,,,/manage/upload_files/xhbt/image/2007013018034152966.jpg,2007013018034152966.jpg,Drawn to Drawing II,
1관,잘긋기(Drawn to Drawing),2006-11-16,2007-01-21,종료,소마미술관,소마미술관 / 국민체육진흥공단,"강경구, 김 범, 김영실, 김 을, 김인배, 김지원, 김태헌, 김학량, 김호득, 류장복, 문성식, 박기원, 박미나, 박미현, 박용석, 배영환, 배종헌, 성능경, 안규철, 안두진, 안수연, 염성순, 오인환, 유근택, 윤동구, 이기칠, 이미경, 이부록, 이상국, 이순종, 정동석, 정승운, 잭슨홍, 주재환, 지니서, 진기종, 최진기, 허윤희, 홍명섭, 황은정(총 40인)",80여 점,10:00~18:00(입장마감 17:00)매주 월요일 휴관,,,,/manage/upload_files/xhbt/image/2006110915510645491.jpg,2006110915510645491.jpg,Drawn to Drawing,
1관,부드러움(Budro_um : Softness),2006-09-14,2006-11-02,종료,소마미술관,소마미술관,"김시연, 김윤수, 김종구, 김주현, 김 준, 김홍석, 김희경, 목진요, 신미경, 우순옥, 이용백, 정광호, 정재철, 황혜선(총 14인)",20여 점,10:00~18:00(입장마감 17:00)매주 월요일 휴관,,,,/manage/upload_files/display/2019/01/16/9e687a38-872b-4bb3-ba88-c0e8df30096b.jpg,부드러움 원래파일.jpg,Budro_um : Softness,
1관,내일 - 토끼 사냥의 필연,2006-07-20,2006-09-07,종료,소마미술관,소마미술관,뮌 / 입김 / 집단 막/ 최승훈+박선민 / 플라잉시티,,10:00~18:00(입장마감 17:00)매주 월요일 휴관,,,,/manage/upload_files/display/2019/01/15/fdb19ac5-ff89-4d97-a674-03e384a20af5.jpg,토끼 사냥의 필연.jpg,The Collaborations,
1관,파울 클레 : 눈으로 마음으로,2006-04-07,2006-07-02,종료,소마미술관,"소마미술관, 동아일보사, (주)로렌스 제프리스",파울 클레,드로잉 및 회화 작품 60점,10:00~18:00(입장마감 17:00)매주 월요일 휴관,,,,/manage/upload_files/display/2019/01/16/598b8a88-b4b1-4288-ad91-8e175b0a0641.jpg,파울클레 1.jpg,"Paul Klee_To Draw, To Paint",
1관,베를린에서 DMZ까지,2005-06-15,2005-08-21,종료,서울올림픽미술관 및 야외조각공원,"국민체육진흥공단, 문화관광부, 광복60주년기념문화사업추진위원회",국내외 작가 약 60여명,약 60여점,10:00~19:00,,,,/manage/upload_files/display/2019/01/15/e4d871cb-dbb1-4a2d-9172-07536b07ceb9.jpg,베를린에서 DMZ까지.jpg,From the Fall of the Berlin Wall to DMZ,
1관,정지와 움직임 展,2004-09-16,2004-11-28,종료,서울올림픽미술관,서울올림픽미술관,"강용면, 김 석, 김영원 김태곤, 문 주, 박석원, 박성태, 서도호, 심문섭, 안규철, 안필연, 양만기, 우순옥, 유영교, 유현미, 윤석남, 윤영석, 이승택, 이재효, 이종비, 정 현, 전수천, 조성묵, 채미현, 최만린, 최우람, 최인수, 홍순명",28 점,10:00~18:00(입장마감 17:00)매주 월요일 휴관,,,,/manage/upload_files/xhbt/image/2004102510324399449.jpg,2004102510324399449.jpg,Stillness & Movement,
1관,드로잉 박스 2022,2022-08-05,2022-08-21,종료,소마미술관 1관 1~2전시실,국민체육진흥공단 / 소마미술관,"김병호, 김정향, 류인, 백기은, 안규철, 유혜숙, 윤지은, 최만린, 나이젤 홀 등 총18명",소마미술관 소장 작가 18명의 작품 총 24점,10:00~18:00(17:30 입장마감),무료 관람,,,/manage/upload_files/display/2022/07/28/56e51fab-cf37-43cd-867f-7567f136fe84.png,420-600_v1.png,Drawing Box 2022,
1관,Into Drawing 45 김성래소녀_잃어버린 시간에 관하여,2022-09-02,2022-10-02,종료,소마미술관 1관 5전시실,국민체육진흥공단/소마미술관,김성래,"평면, 조각, 설치",10:00~18:00(17:30 입장마감),메인 전시(이만익 전) 관람 시 무료,,,/manage/upload_files/display/2022/09/01/39c02bde-796c-43f6-929c-3d8db599ad24.jpg,인투드로잉_45_포스터_420x600_1.jpg,Into Drawing 45,
1관,다시 보다 : 한국근현대미술전,2023-04-06,2023-08-27,종료,소마미술관 1관 1~5전시실,"국민체육진흥공단, 조선일보사, 디커뮤니케이션/ 소마미술관","구본웅, 권진규, 김정숙, 김종영, 김환기, 남관, 나혜석, 문신, 박래현, 박생광, 박수근, 방혜자, 배운성, 변월룡, 유영국, 이성자, 이인성, 이응노, 이중섭, 이쾌대, 장욱진, 천경자, 최욱경, 한묵, 황용엽 등 25명","회화, 조각, 드로잉 등 159점",10:00~19:00(입장마감 18:00),": 성인(만19-64세) 15,000원, 청소년 어린이(만5-18세) 9,000원, (20명이상) : 1,000원 할인무료대상: 만4세이하  / 특별할인대상: 만65세이상, 교사, 장애인, 국가유공자, 예술인패스소지자 : 9,000원문화가 있는날(매월 마지막주 수요일) : 기본요금에서 40%할인",,,/manage/upload_files/display/2023/03/03/2c31bd04-16ea-4d8d-8caf-50f63451b79e.jpg,근현대전 포스터(홈페이지용).jpg,Re_SPECT:Korean Modern Art,
1관,"Into Drawing 42,43,44",2021-08-13,2021-12-19,종료,드로잉센터 전시실(1관 5전시실),국민체육진흥공단/소마미술관,"이경희, 육효진, 황원해",작가당 약 10여점,10:00~18:00 (입장마감 17:30)매주 월요일 휴관,메인 전시(내일전) 관람시 무료,,,/manage/upload_files/display/2021/08/06/b17f4faa-33d0-4894-ae5b-7639f984c9fc.jpg,인투드로잉 포스터(기존 수정본).jpg,Into Drawing,
1관,어제 그리고 오늘 그리다,2022-02-17,2022-02-27,종료,소마미술관 1관,국민체육진흥공단/소마미술관,소마아트파운데이션 3기 회원,,,무료관람,,,/manage/upload_files/display/2022/03/03/4fba4e3f-180e-4d56-88e3-20759c1e8984.jpg,22 회원전.jpg,Drawing in time,
1관,Into Drawing 46 김혜숙낱눈 Nat-Nun,2022-10-14,2022-11-13,종료,소마미술관 1관 5전시실,국민체육진흥공단/소마미술관,김혜숙,회화,10:00~18:00(17:30입장마감),메인 전시(이만익 전) 관람 시 무료,,,/manage/upload_files/display/2022/10/11/d767e860-b470-42af-b04f-30505ccf0f31.png,인투드로잉_46_포스터_web.png,Into Drawing 46,
1관,"마주보기, 바로보기, 새로보기",2024-03-15,2024-03-24,종료,소마미술관 1관 5전시실,국민체육진흥공단/소마미술관,소마아트파운데이션 4기 회원,"드로잉, 회화, 설치, 영상 등",,무료관람,,,/manage/upload_files/display/2024/03/12/26be6131-31bf-47d0-85cd-9b7198846dda.jpg,24년 아카데미회원전 포스터.jpg,"Reflect, Review, Refresh",
1관,Into Drawing 44 황원해_Modular Vision,2021-11-19,2021-12-19,종료,소마미술관 1관 5전시실,국민체육진흥공단 / 소마미술관,황원해,"회화, 드로잉, 설치",10:00~18:00(17:30 입장마감),메인 전시(내일전) 관람 시 무료,,,/manage/upload_files/display/2021/11/17/2c931624-422c-4efe-84ac-4f9ea6246d96.jpg,인투드로잉44 포스터.jpg,Into Drawing 44,
1관,드로잉 나우 Drawing Now,2022-03-11,2022-07-24,종료,소마미술관 1관 1~5전시실,국민체육진흥공단 / 소마미술관,"김규식, 안재홍, 양대원, 유현미, 이예승, 정광희, 정석희, 조소희","회화, 조각, 사진, 설치, 애니메이션, 미디어아트 등 72여점",10:00~18:00 (17:30 입장마감),"성인(만25~64세) 3,000원, 청소년(만13~24세) 2,000원, 어린이(만7~12세) 1,000원단체(20명이상) 성인 1,500원, 청소년 1,000원, 어린이 500원만6세이하, 만65세 이상, 장애인, 국가유공자대학생, 예술인패스 소지자는 청소년 요금 적용통합권(1,2관)이용 시 : 성인 4,000원, 청소년 3,000원, 어린이 1,000원 ※단체 50%할인 적용",,,/manage/upload_files/display/2022/03/04/ec9c24b8-4148-42f1-8001-6ac0705a414b.jpg,드로잉나우 포스터(+QR).jpg,Drawing Now,
